label,backend,threads,sample,N,rows,cols,seed,repeat,success,attempts,collapses,propagations,rules_s,solve_s,total_s
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,64,64,8,1,1,1,3093,37887,0.0056787,0.912013,0.912111
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,64,64,9,2,1,1,3000,37519,0.0056787,0.908877,0.908988
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150871,0.0056787,14.8365,14.8366
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150810,0.0056787,14.8366,14.8366
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160217,0.0056787,15.9837,15.9838
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150430,0.0056787,4.18921,4.18927
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150655,0.0056787,4.15179,4.15181
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159605,0.0056787,4.92909,4.92919
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150424,0.0056787,2.40447,2.40463
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150759,0.0056787,2.43633,2.43635
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159647,0.0056787,2.78953,2.78962
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150430,0.0056787,3.00176,3.002
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150742,0.0056787,3.24888,3.24895
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159610,0.0056787,3.36771,3.36791
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150408,0.0056787,6.50866,6.50927
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150713,0.0056787,6.5087,6.50877
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159644,0.0056787,6.81887,6.81906
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150354,0.0056787,18.3871,18.3882
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150585,0.0056787,18.0295,18.0296
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,159612,0.0056787,18.6839,18.6841
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,128,128,7,0,1,1,12276,150871,0.0056787,14.6772,14.6773
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,128,128,8,1,1,1,12244,150810,0.0056787,14.679,14.6791
terrain_N2_optims,serial,1,samples/multivalue_terrain.txt,2,128,128,9,2,1,2,12695,160217,0.0056787,15.8191,15.8193
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,605032,0.0056787,250.723,250.724
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603623,0.0056787,240.141,240.141
terrain_N2_optims,omp,1,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,603342,0.0056787,242.103,242.103
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,602686,0.0056787,68.062,68.0622
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,602966,0.0056787,67.8134,67.8136
terrain_N2_optims,omp,4,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602156,0.0056787,67.6119,67.6121
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,603038,0.0056787,36.4832,36.4836
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603294,0.0056787,36.4109,36.4111
terrain_N2_optims,omp,8,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602762,0.0056787,35.6528,35.653
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,603064,0.0056787,24.3802,24.3806
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603513,0.0056787,24.0887,24.089
terrain_N2_optims,omp,16,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602816,0.0056787,24.7233,24.7237
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,603043,0.0056787,24.0258,24.0267
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603502,0.0056787,26.8992,26.8996
terrain_N2_optims,omp,32,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602942,0.0056787,25.5901,25.5905
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,256,256,7,0,1,1,48887,602912,0.0056787,78.1073,78.1087
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,256,256,8,1,1,1,48859,603462,0.0056787,77.5187,77.5189
terrain_N2_optims,omp,64,samples/multivalue_terrain.txt,2,256,256,9,2,1,1,48953,602813,0.0056787,77.959,77.9592
